1;3955
2;2821
3;2724
4;3679
5;840
5;783
5;4580
6;4472
7;2520
8;2207
9;2272
10;2080
11;5024
12;8500
13;6358
14;2788
15;5053
16;3648
17;3167
18;1711
19;3257
20;6542
21;3720
22;2682
23;3570
24;2733
25;3320
26;2700
27;1683
28;5190
29;7850
30;2682
28;5881
