1;5720
2;6279
3;4776
4;5268
5;4088
6;6097
7;6461
8;4719
9;6146
10;5511
11;3988
12;5645
13;4890
14;4342
15;4889
16;6584
17;4230
18;4388
19;4106
20;5581
21;3754
22;5014
23;3980
24;16839
25;4982
26;5195
27;6294
28;25957
29;4328
30;12181
1;4934
2;3201
3;5592
4;5849
5;3752
6;3640
7;5014
8;2619
9;3058
10;3278
11;1982
12;4746
13;2651
14;2345
15;2762
16;3647
17;2450
18;2423
1;3895
