§Õ≈—¡πÏ1,st,§Õ≈—¡πÏ3,§Õ≈—¡πÏ4,§Õ≈—¡πÏ5,§Õ≈—¡πÏ6,§Õ≈—¡πÏ7
5,normal,248369488,0.0166197,41394915,0.0027699498,17,[{"id":806,"isstartcaller":true,"calls":[891]},{"id":139,"isstartcaller":false,"calls":[372]},{"id":372,"isstartcaller":false,"calls":[]},{"id":891,"isstartcaller":false,"calls":[707,139]},{"id":707,"isstartcaller":false,"calls":[139,139]}]
5,livelock,41621560,0.0032015,41621560,0.0032015,59,[{"id":608,"isstartcaller":false,"calls":[]},{"id":786,"isstartcaller":false,"calls":[]},{"id":342,"isstartcaller":true,"calls":[786]},{"id":119,"isstartcaller":false,"calls":[786]},{"id":854,"isstartcaller":true,"calls":[119,608]}]
5,normal,248623430,0.017203,41437238,0.0028671667,22,[{"id":464,"isstartcaller":true,"calls":[]},{"id":929,"isstartcaller":false,"calls":[]},{"id":999,"isstartcaller":true,"calls":[686,929]},{"id":333,"isstartcaller":false,"calls":[]},{"id":686,"isstartcaller":false,"calls":[333]}]
5,livelock,83259500,0.0066517,41629750,0.00332585,59,[{"id":171,"isstartcaller":false,"calls":[407]},{"id":913,"isstartcaller":true,"calls":[683,171]},{"id":407,"isstartcaller":false,"calls":[]},{"id":932,"isstartcaller":true,"calls":[171]},{"id":683,"isstartcaller":false,"calls":[171]}]
5,livelock,166060254,0.0121231,41515064,0.003030775,38,[{"id":911,"isstartcaller":true,"calls":[684,193]},{"id":223,"isstartcaller":false,"calls":[]},{"id":193,"isstartcaller":false,"calls":[223,223]},{"id":355,"isstartcaller":true,"calls":[684]},{"id":684,"isstartcaller":false,"calls":[]}]
5,livelock,124717224,0.0097409,41572408,0.0032469667,38,[{"id":634,"isstartcaller":false,"calls":[]},{"id":991,"isstartcaller":false,"calls":[]},{"id":351,"isstartcaller":true,"calls":[991,634]},{"id":156,"isstartcaller":true,"calls":[634]},{"id":769,"isstartcaller":true,"calls":[]}]
5,normal,165945566,0.0116624,41486392,0.0029156,28,[{"id":699,"isstartcaller":false,"calls":[457,457]},{"id":457,"isstartcaller":false,"calls":[]},{"id":794,"isstartcaller":true,"calls":[699,469]},{"id":542,"isstartcaller":true,"calls":[]},{"id":469,"isstartcaller":false,"calls":[699]}]
5,deadloop,70259704,0.0139475,35129852,0.00697375,148,[{"id":429,"isstartcaller":false,"calls":[254]},{"id":931,"isstartcaller":true,"calls":[254]},{"id":254,"isstartcaller":false,"calls":[917]},{"id":738,"isstartcaller":true,"calls":[429]},{"id":917,"isstartcaller":false,"calls":[429,429]}]
5,deadloop,98683184,0.0060559,32894395,0.0020186333,28,[{"id":831,"isstartcaller":false,"calls":[911,538]},{"id":911,"isstartcaller":false,"calls":[961,961]},{"id":325,"isstartcaller":true,"calls":[911,911]},{"id":538,"isstartcaller":false,"calls":[961]},{"id":961,"isstartcaller":false,"calls":[831]}]
5,deadloop,66184736,0.0048102,33092368,0.0024051,49,[{"id":345,"isstartcaller":true,"calls":[]},{"id":306,"isstartcaller":true,"calls":[427,438]},{"id":505,"isstartcaller":false,"calls":[438,438]},{"id":438,"isstartcaller":false,"calls":[427]},{"id":427,"isstartcaller":false,"calls":[505]}]
5,normal,165609694,0.009969,41402424,0.00249225,19,[{"id":655,"isstartcaller":true,"calls":[796,104]},{"id":168,"isstartcaller":false,"calls":[]},{"id":627,"isstartcaller":false,"calls":[796,168]},{"id":104,"isstartcaller":false,"calls":[796,627]},{"id":796,"isstartcaller":false,"calls":[]}]
5,deadloop,65783328,0.0040368997,32891664,0.0020184498,27,[{"id":661,"isstartcaller":false,"calls":[757,757]},{"id":757,"isstartcaller":false,"calls":[208,937]},{"id":813,"isstartcaller":true,"calls":[208]},{"id":208,"isstartcaller":false,"calls":[661]},{"id":937,"isstartcaller":false,"calls":[813]}]
5,livelock,124831916,0.0099203,41610639,0.0033067667,55,[{"id":410,"isstartcaller":false,"calls":[]},{"id":746,"isstartcaller":false,"calls":[]},{"id":793,"isstartcaller":false,"calls":[746,410]},{"id":183,"isstartcaller":true,"calls":[793]},{"id":843,"isstartcaller":true,"calls":[410,410]}]
5,normal,248566096,0.017199099,41427683,0.0028665166,19,[{"id":722,"isstartcaller":false,"calls":[699,807]},{"id":288,"isstartcaller":false,"calls":[]},{"id":535,"isstartcaller":true,"calls":[722]},{"id":699,"isstartcaller":false,"calls":[288]},{"id":807,"isstartcaller":false,"calls":[699,699]}]
5,livelock,124643496,0.0091192,41547832,0.0030397333,45,[{"id":292,"isstartcaller":true,"calls":[796,303]},{"id":796,"isstartcaller":false,"calls":[]},{"id":973,"isstartcaller":false,"calls":[796]},{"id":303,"isstartcaller":false,"calls":[796,796]},{"id":568,"isstartcaller":true,"calls":[973]}]
5,normal,330809792,0.0211998,41351224,0.002649975,4,[{"id":403,"isstartcaller":false,"calls":[800,466]},{"id":539,"isstartcaller":true,"calls":[]},{"id":800,"isstartcaller":false,"calls":[797,466]},{"id":797,"isstartcaller":false,"calls":[403,466]},{"id":466,"isstartcaller":false,"calls":[]}]
5,normal,330809724,0.020900602,41351216,0.0026125752,4,[{"id":273,"isstartcaller":false,"calls":[932,913]},{"id":781,"isstartcaller":false,"calls":[932,273]},{"id":913,"isstartcaller":false,"calls":[932,781]},{"id":932,"isstartcaller":false,"calls":[]},{"id":693,"isstartcaller":true,"calls":[]}]
