18,deadloop,49136496,0.0132173,49136496,0.0132173,157
18,livelock,5839634018,8.41877,129769645,0.18708378,5641
18,livelock,64174136,0.0197907,64174136,0.0197907,265
18,normal,975187830,0.21898693,57363990,0.012881584,61
18,livelock,696446020,0.2983025,77382891,0.033144724,678
18,normal,2673867404,0.7198547,60769714,0.016360335,185
18,normal,2654584136,0.6260311,58990759,0.013911802,79
18,normal,917421122,0.20499408,57338820,0.01281213,65
18,livelock,238416750,0.1052039,79472250,0.035067964,707
18,normal,982618484,0.20895489,57801087,0.012291464,73
18,livelock,56563800,0.0121495,56563800,0.0121495,101
18,livelock,295898618,0.2091276,147949309,0.1045638,3208
18,deadloop,162222968,0.0489922,54074323,0.016330734,134
18,livelock,7461659140,48.185734,191324593,1.2355317,37221
18,normal,2697252416,0.64756763,59938943,0.014390392,110
18,livelock,6891781420,5.1242914,153150698,0.11387314,3357
18,normal,2586464194,0.5922921,58783277,0.013461184,79
18,livelock,2292895100,0.86893994,71652972,0.027154373,778
18,normal,5063751984,1.0224174,56896090,0.011487836,24
18,normal,1812037546,0.41965994,58452824,0.013537417,63
18,livelock,3525739848,1.5403609,78349774,0.034230243,748
18,normal,5137432056,1.0959346,57082578,0.012177051,11
18,livelock,186460550,0.0530611,62153517,0.017687034,224
18,livelock,3196576050,5.347374,71035023,0.11883053,3444
18,livelock,3448278960,1.5883937,82101880,0.037818898,897
18,livelock,2060981720,0.72345066,68699391,0.024115022,630
18,livelock,7468739074,14.710827,165971979,0.32690728,10165
18,livelock,2104395026,1.3902417,123787943,0.08177893,2143
18,livelock,7382726216,5.9498515,164060583,0.13221893,4537
18,livelock,6041901824,8.720566,134264485,0.19379035,5884
