25,livelock,7081796784,7.8648505,107299951,0.1191644,2263
25,normal,10035971320,4.949964,76610468,0.037785985,24
25,normal,4997703504,2.517734,76887746,0.03873437,38
25,normal,5228448982,2.9342756,79218924,0.04445872,168
25,livelock,30886685552,249.19257,467980084,3.775645,97718
25,livelock,7638805878,9.711729,125226326,0.15920867,3293
25,livelock,326981134,0.200427,81745284,0.05010675,351
25,normal,5204727018,2.9507835,78859500,0.04470884,154
25,livelock,177367910,0.1346122,88683955,0.0673061,797
25,normal,5018057696,2.7573936,78407152,0.043084275,139
25,livelock,1073935860,0.6820441,82610451,0.05246493,376
25,livelock,243470230,0.14938271,81156743,0.049794238,270
25,normal,4981059040,2.4833663,76631678,0.038205635,20
25,normal,4949106640,2.5320177,77329791,0.039562777,50
25,normal,5060781252,2.6834273,77858173,0.041283496,103
25,livelock,4915322176,2.757939,79279390,0.04448289,207
25,deadloop,246350320,0.3373171,123175160,0.16865855,2654
25,normal,4976088360,2.6208208,77751381,0.040950324,114
25,livelock,177778574,0.1331595,88889287,0.06657975,863
25,normal,5530934864,3.884713,85091306,0.059764814,605
25,livelock,4707301450,2.5811706,78455024,0.04301951,167
25,normal,5162133314,2.9169173,79417436,0.04487565,221
25,normal,5279557088,3.1970081,81223955,0.04918474,331
25,normal,5016816992,2.6035457,77181800,0.04005455,52
25,normal,4918872726,2.4852674,76857386,0.038832303,31
25,normal,5090511630,2.5915647,77128964,0.03926613,60
25,normal,5184083898,2.969613,79755137,0.045686357,238
25,livelock,702010984,2.6690059,100287283,0.38128656,9411
25,normal,5121516116,2.68862,77598729,0.040736668,80
25,normal,5044178584,2.6336913,77602747,0.04051833,97
25,normal,5107870824,2.6612146,77391982,0.040321432,78
25,livelock,413548896,1.9144139,206774448,0.95720696,25286
25,normal,10098741020,5.1694026,76505614,0.03916214,11
25,livelock,6017835060,5.181211,94028673,0.08095642,1068
25,livelock,745789618,0.6183488,93223702,0.0772936,1097
25,livelock,232093730,0.1192005,77364577,0.0397335,51
25,livelock,5182865592,13.098029,80982275,0.2046567,4434
25,normal,5003524532,2.5661016,76977300,0.039478485,65
25,normal,5948716986,4.6800423,90132076,0.07090973,839
25,normal,5123441432,2.7048867,77627900,0.040983133,69
25,normal,5009520380,2.5655298,77069544,0.03946969,65
25,livelock,5939795812,5.5357485,98996597,0.09226248,1537
25,normal,5025754970,2.6229546,77319307,0.04035315,50
25,livelock,4916958950,2.7679458,79305790,0.044644285,176
25,deadloop,1513860674,0.84655106,68811849,0.038479593,74
25,deadloop,153371980,0.117851704,76685990,0.058925852,216
25,livelock,7696413888,9.2417145,120256467,0.14440179,3103
25,livelock,1186373108,4.221797,98864426,0.35181642,8538
25,normal,9910009530,5.008131,76821779,0.03882272,48
25,normal,4913960348,2.4702094,76780630,0.03859702,23
25,normal,5047111346,2.7711987,78861115,0.04329998,166
25,livelock,8072472708,9.762716,122310193,0.14791994,3087
25,livelock,5199212862,3.3414266,82527188,0.05303852,441
25,normal,5089672240,2.6228046,77116246,0.039739463,70
25,livelock,349609780,0.25549918,87402445,0.063874796,764
25,livelock,92869560,0.0883775,92869560,0.0883775,1261
25,normal,4855474778,2.5183804,77071028,0.03997429,46
25,normal,5160324180,2.8126826,78186730,0.042616405,94
