§Õ≈—¡πÏ1,st,§Õ≈—¡πÏ3,§Õ≈—¡πÏ4,§Õ≈—¡πÏ5,§Õ≈—¡πÏ6,§Õ≈—¡πÏ7
10,livelock,1264032568,1.0820787,66528030,0.05695151,1459
10,livelock,106277090,0.055946298,53138545,0.027973149,1177
10,livelock,44570650,0.0094133,44570650,0.0094133,354
10,deadloop,622970520,1.0195432,88995789,0.14564903,1462
10,deadloop,220203872,88.21771,220203872,88.21771,27532
10,livelock,882449144,0.3501211,49024952,0.019451173,734
10,deadloop,102402350,0.010915,34134117,0.003638333,69
10,livelock,1245378138,4.244102,59303721,0.2021001,4828
10,normal,982028506,0.22371161,44637659,0.01016871,228
10,livelock,1595328358,1.6048183,72514925,0.07294629,2034
10,livelock,1487168696,1.5386579,74358435,0.07693289,2627
10,livelock,250720592,0.19827771,62680148,0.049569428,1415
10,deadloop,272013404,0.0254174,34001676,0.003177175,40
10,livelock,837866854,0.32928613,49286286,0.019369772,578
,,,,,,
,,,overall,60449907.22,1.813365998,1957.1
,,,livelock,61720299.5,0.06224692,1884.111111
,,,deadloop,82285722.2,17.67473435,5834.4
10,livelock,87994546,0.0150552,43997273,0.0075276,271
10,normal,761132592,0.0496778,42285144,0.0027598778,4
10,livelock,91345010,0.0229202,45672505,0.0114601,375
10,livelock,174293214,0.0260582,43573304,0.00651455,205
10,normal,680715644,0.055425197,42544728,0.0034640748,36
10,livelock,1198216550,1.345713,74888534,0.08410706,3356
10,livelock,195360246,0.0812563,48840062,0.020314075,722
10,livelock,42973210,0.0053805,42973210,0.0053805,102
10,livelock,844951140,0.47123238,52809446,0.029452024,1141
10,normal,848471762,0.063944004,42423588,0.0031972001,17
10,livelock,233707800,0.0701377,46741560,0.014027541,520
10,livelock,890571814,0.27990434,46872201,0.014731807,486
10,livelock,765216906,0.2830611,47826057,0.017691318,607
10,livelock,535389156,0.105564594,44615763,0.0087970495,372
10,normal,894196892,0.0910264,42580804,0.0043345904,32
10,livelock,922765020,0.26156658,46138251,0.013078329,411
10,deadloop,624483290,0.70272964,62448329,0.07027297,615
10,normal,911605556,0.12689,43409788,0.0060423813,122
10,deadloop,69248640,0.0095675,34624320,0.00478375,145
10,normal,681108864,0.057099197,42569304,0.0035686998,59
10,normal,916512562,0.13449611,43643455,0.0064045764,151
10,livelock,808103510,0.064833105,42531764,0.0034122686,30
10,livelock,898658684,0.5060014,52862276,0.029764788,1143
10,livelock,555228272,0.051700007,42709867,0.0039769234,75
10,normal,893943386,0.0738159,42568733,0.0035150428,31
10,normal,819768360,0.10853471,43145703,0.005712353,113
10,deadloop,150701084,0.1256686,50233695,0.041889533,596
10,livelock,1048839048,0.47384077,49944717,0.022563847,837
10,normal,761132252,0.0482364,42285125,0.0026798,4
10,normal,891542628,0.06676841,42454411,0.003179448,21
10,livelock,895542396,0.29839393,47133810,0.015704945,526
10,livelock,717145380,0.1487405,44821586,0.009296281,300
10,deadloop,273242166,0.0297907,34155271,0.0037238374,39
10,deadloop,102558004,0.0106459,34186001,0.0035486333,39
10,deadloop,46637936,0.0353534,46637936,0.0353534,360
10,livelock,87248976,0.0142602995,43624488,0.0071301498,155
10,deadloop,83659026,0.043371603,41829513,0.021685801,381
10,livelock,942378088,0.33210352,47118904,0.016605176,544
10,livelock,43866170,0.0069914,43866170,0.0069914,207
10,normal,339444424,0.0258517,42430553,0.0032314626,31
10,livelock,655452838,0.106636,43696856,0.007109067,157
10,normal,852403912,0.0739812,42620196,0.00369906,41
10,livelock,705043818,0.2263656,47002921,0.01509104,517
10,deadloop,37217090,0.011014,37217090,0.011014,425
10,livelock,42776664,0.0037188,42776664,0.0037188,43
10,livelock,131025156,0.019296601,43675052,0.0064322003,154
10,livelock,45996090,0.0124391,45996090,0.0124391,429
10,livelock,1138450588,0.6970663,54211933,0.033193633,1282
10,livelock,527918122,0.0910892,43993177,0.0075907665,265
10,livelock,731102598,0.07895509,43006035,0.004644417,82
10,normal,819326686,0.10429549,43122457,0.005489236,112,[{"id":271,"isstartcaller":true,"calls":[]},{"id":406,"isstartcaller":true,"calls":[803,836]},{"id":769,"isstartcaller":true,"calls":[541,541]},{"id":115,"isstartcaller":false,"calls":[635]},{"id":459,"isstartcaller":false,"calls":[]},{"id":541,"isstartcaller":false,"calls":[309]},{"id":309,"isstartcaller":false,"calls":[]},{"id":836,"isstartcaller":false,"calls":[]},{"id":635,"isstartcaller":false,"calls":[]},{"id":803,"isstartcaller":false,"calls":[115]}]
10,normal,894180470,0.08998869,42580022,0.004285176,32,[{"id":844,"isstartcaller":false,"calls":[165,513]},{"id":710,"isstartcaller":true,"calls":[513,469]},{"id":800,"isstartcaller":true,"calls":[]},{"id":497,"isstartcaller":true,"calls":[]},{"id":469,"isstartcaller":false,"calls":[844]},{"id":949,"isstartcaller":false,"calls":[921]},{"id":921,"isstartcaller":false,"calls":[]},{"id":165,"isstartcaller":false,"calls":[]},{"id":488,"isstartcaller":false,"calls":[]},{"id":513,"isstartcaller":false,"calls":[]}]
10,normal,1778497464,0.15122339,42345178,0.0036005569,11,[{"id":540,"isstartcaller":false,"calls":[145]},{"id":145,"isstartcaller":false,"calls":[534,842]},{"id":695,"isstartcaller":true,"calls":[]},{"id":709,"isstartcaller":false,"calls":[196]},{"id":842,"isstartcaller":false,"calls":[941,540]},{"id":941,"isstartcaller":false,"calls":[709]},{"id":196,"isstartcaller":false,"calls":[]},{"id":365,"isstartcaller":true,"calls":[]},{"id":224,"isstartcaller":true,"calls":[]},{"id":534,"isstartcaller":false,"calls":[842]}]
10,livelock,978367548,0.6628256,57551032,0.03898974,1616,[{"id":398,"isstartcaller":false,"calls":[365]},{"id":365,"isstartcaller":false,"calls":[]},{"id":737,"isstartcaller":true,"calls":[293]},{"id":184,"isstartcaller":true,"calls":[398]},{"id":352,"isstartcaller":false,"calls":[324]},{"id":337,"isstartcaller":false,"calls":[293]},{"id":293,"isstartcaller":false,"calls":[352,398]},{"id":397,"isstartcaller":true,"calls":[337,293]},{"id":324,"isstartcaller":false,"calls":[365,962]},{"id":962,"isstartcaller":false,"calls":[]}]
10,livelock,683559322,0.16534561,45570621,0.011023041,507,[{"id":432,"isstartcaller":false,"calls":[197,897]},{"id":714,"isstartcaller":false,"calls":[266,327]},{"id":589,"isstartcaller":true,"calls":[266,432]},{"id":327,"isstartcaller":false,"calls":[897,769]},{"id":197,"isstartcaller":false,"calls":[547]},{"id":897,"isstartcaller":false,"calls":[]},{"id":266,"isstartcaller":false,"calls":[432,547]},{"id":352,"isstartcaller":true,"calls":[714]},{"id":547,"isstartcaller":false,"calls":[714]},{"id":769,"isstartcaller":false,"calls":[897,897]}]
10,deadloop,259544764,0.0698497,37077823,0.009978528,203,[{"id":996,"isstartcaller":true,"calls":[626]},{"id":626,"isstartcaller":false,"calls":[864]},{"id":672,"isstartcaller":false,"calls":[274]},{"id":274,"isstartcaller":false,"calls":[218]},{"id":471,"isstartcaller":false,"calls":[864,673]},{"id":565,"isstartcaller":true,"calls":[471,274]},{"id":673,"isstartcaller":false,"calls":[]},{"id":542,"isstartcaller":true,"calls":[673]},{"id":864,"isstartcaller":false,"calls":[274,274]},{"id":218,"isstartcaller":false,"calls":[672]}]
10,livelock,907412566,0.21371748,45370628,0.010685874,331,[{"id":127,"isstartcaller":false,"calls":[990,126]},{"id":722,"isstartcaller":true,"calls":[527,180]},{"id":990,"isstartcaller":false,"calls":[]},{"id":476,"isstartcaller":true,"calls":[180]},{"id":764,"isstartcaller":false,"calls":[527]},{"id":557,"isstartcaller":true,"calls":[]},{"id":180,"isstartcaller":false,"calls":[126,127]},{"id":527,"isstartcaller":false,"calls":[]},{"id":946,"isstartcaller":false,"calls":[127]},{"id":126,"isstartcaller":false,"calls":[764]}]
10,livelock,904255980,0.39049542,50236443,0.02169419,861,[{"id":802,"isstartcaller":false,"calls":[858]},{"id":186,"isstartcaller":false,"calls":[]},{"id":349,"isstartcaller":true,"calls":[839,916]},{"id":731,"isstartcaller":true,"calls":[802,858]},{"id":231,"isstartcaller":true,"calls":[858,364]},{"id":916,"isstartcaller":false,"calls":[]},{"id":858,"isstartcaller":false,"calls":[186]},{"id":839,"isstartcaller":false,"calls":[858]},{"id":364,"isstartcaller":false,"calls":[755,186]},{"id":755,"isstartcaller":false,"calls":[]}]
10,livelock,1095203878,0.7273646,57642309,0.038282346,1632,[{"id":177,"isstartcaller":false,"calls":[]},{"id":796,"isstartcaller":false,"calls":[590,735]},{"id":540,"isstartcaller":true,"calls":[924,177]},{"id":735,"isstartcaller":false,"calls":[924,590]},{"id":555,"isstartcaller":false,"calls":[]},{"id":448,"isstartcaller":true,"calls":[924,796]},{"id":592,"isstartcaller":true,"calls":[796]},{"id":586,"isstartcaller":false,"calls":[]},{"id":590,"isstartcaller":false,"calls":[555]},{"id":924,"isstartcaller":false,"calls":[586]}]
10,livelock,87134320,0.0127657,43567160,0.00638285,170,[{"id":120,"isstartcaller":true,"calls":[]},{"id":752,"isstartcaller":true,"calls":[]},{"id":462,"isstartcaller":false,"calls":[239]},{"id":147,"isstartcaller":false,"calls":[676,462]},{"id":956,"isstartcaller":true,"calls":[462,582]},{"id":767,"isstartcaller":false,"calls":[147]},{"id":593,"isstartcaller":false,"calls":[]},{"id":582,"isstartcaller":false,"calls":[147,593]},{"id":239,"isstartcaller":false,"calls":[147]},{"id":676,"isstartcaller":false,"calls":[]}]
10,normal,512729764,0.0544557,42727480,0.004537975,76,[{"id":694,"isstartcaller":true,"calls":[305]},{"id":913,"isstartcaller":false,"calls":[747]},{"id":887,"isstartcaller":false,"calls":[]},{"id":747,"isstartcaller":false,"calls":[]},{"id":305,"isstartcaller":false,"calls":[887]},{"id":938,"isstartcaller":false,"calls":[363,764]},{"id":743,"isstartcaller":false,"calls":[938]},{"id":764,"isstartcaller":false,"calls":[743,887]},{"id":768,"isstartcaller":true,"calls":[913,363]},{"id":363,"isstartcaller":false,"calls":[913]}]
10,livelock,689979760,0.087509505,43123735,0.005469344,96,[{"id":542,"isstartcaller":false,"calls":[]},{"id":169,"isstartcaller":true,"calls":[858]},{"id":806,"isstartcaller":true,"calls":[761,761]},{"id":761,"isstartcaller":false,"calls":[858]},{"id":858,"isstartcaller":false,"calls":[729]},{"id":667,"isstartcaller":true,"calls":[]},{"id":812,"isstartcaller":false,"calls":[680,542]},{"id":580,"isstartcaller":false,"calls":[812,812]},{"id":729,"isstartcaller":false,"calls":[]},{"id":680,"isstartcaller":false,"calls":[]}]
10,normal,853540992,0.082665004,42677050,0.00413325,44,[{"id":280,"isstartcaller":false,"calls":[]},{"id":217,"isstartcaller":true,"calls":[165,692]},{"id":762,"isstartcaller":true,"calls":[]},{"id":945,"isstartcaller":true,"calls":[]},{"id":208,"isstartcaller":false,"calls":[628]},{"id":935,"isstartcaller":false,"calls":[280,692]},{"id":628,"isstartcaller":false,"calls":[692,935]},{"id":165,"isstartcaller":false,"calls":[628,692]},{"id":692,"isstartcaller":false,"calls":[280]},{"id":859,"isstartcaller":false,"calls":[692]}]
10,livelock,43718744,0.0061673,43718744,0.0061673,181,[{"id":523,"isstartcaller":false,"calls":[]},{"id":747,"isstartcaller":true,"calls":[]},{"id":920,"isstartcaller":true,"calls":[523]},{"id":516,"isstartcaller":true,"calls":[364,828]},{"id":184,"isstartcaller":false,"calls":[]},{"id":147,"isstartcaller":false,"calls":[828,184]},{"id":981,"isstartcaller":false,"calls":[828]},{"id":828,"isstartcaller":false,"calls":[]},{"id":329,"isstartcaller":false,"calls":[523]},{"id":364,"isstartcaller":false,"calls":[329]}]
10,livelock,790327708,0.2310846,46489865,0.013593212,466,[{"id":327,"isstartcaller":false,"calls":[664]},{"id":466,"isstartcaller":false,"calls":[893,760]},{"id":697,"isstartcaller":false,"calls":[327]},{"id":281,"isstartcaller":true,"calls":[466,760]},{"id":664,"isstartcaller":false,"calls":[]},{"id":760,"isstartcaller":false,"calls":[]},{"id":841,"isstartcaller":true,"calls":[327,664]},{"id":562,"isstartcaller":true,"calls":[697]},{"id":638,"isstartcaller":false,"calls":[664]},{"id":893,"isstartcaller":false,"calls":[638]}]
10,livelock,478177630,0.0680032,43470694,0.006182109,198,[{"id":470,"isstartcaller":false,"calls":[765,765]},{"id":765,"isstartcaller":false,"calls":[736]},{"id":941,"isstartcaller":false,"calls":[943]},{"id":909,"isstartcaller":false,"calls":[914]},{"id":914,"isstartcaller":false,"calls":[]},{"id":644,"isstartcaller":false,"calls":[]},{"id":943,"isstartcaller":false,"calls":[909,644]},{"id":484,"isstartcaller":true,"calls":[736,644]},{"id":391,"isstartcaller":true,"calls":[909,470]},{"id":736,"isstartcaller":false,"calls":[941]}]
10,deadloop,34038544,0.0035059,34038544,0.0035059,44,[{"id":614,"isstartcaller":false,"calls":[574]},{"id":253,"isstartcaller":false,"calls":[310,851]},{"id":893,"isstartcaller":false,"calls":[]},{"id":574,"isstartcaller":false,"calls":[200,200]},{"id":178,"isstartcaller":false,"calls":[200]},{"id":851,"isstartcaller":false,"calls":[614]},{"id":572,"isstartcaller":false,"calls":[253]},{"id":200,"isstartcaller":true,"calls":[893,276]},{"id":310,"isstartcaller":false,"calls":[851,178]},{"id":276,"isstartcaller":false,"calls":[310,572]}]
10,normal,680846208,0.0644958,42552888,0.0040309876,39,[{"id":409,"isstartcaller":false,"calls":[328,574]},{"id":421,"isstartcaller":true,"calls":[409,248]},{"id":943,"isstartcaller":false,"calls":[409,409]},{"id":328,"isstartcaller":false,"calls":[]},{"id":142,"isstartcaller":false,"calls":[650,409]},{"id":650,"isstartcaller":false,"calls":[]},{"id":248,"isstartcaller":false,"calls":[218,943]},{"id":220,"isstartcaller":true,"calls":[]},{"id":218,"isstartcaller":false,"calls":[]},{"id":574,"isstartcaller":false,"calls":[142,248]}]
10,normal,861274600,0.108891696,43063730,0.005444585,87,[{"id":580,"isstartcaller":false,"calls":[513]},{"id":647,"isstartcaller":false,"calls":[901,580]},{"id":236,"isstartcaller":true,"calls":[762,647]},{"id":252,"isstartcaller":true,"calls":[456,456]},{"id":762,"isstartcaller":false,"calls":[]},{"id":901,"isstartcaller":false,"calls":[]},{"id":513,"isstartcaller":false,"calls":[]},{"id":278,"isstartcaller":true,"calls":[]},{"id":815,"isstartcaller":false,"calls":[]},{"id":456,"isstartcaller":false,"calls":[]}]
10,livelock,175136990,0.027639702,43784248,0.0069099255,182,[{"id":879,"isstartcaller":false,"calls":[848]},{"id":171,"isstartcaller":false,"calls":[]},{"id":448,"isstartcaller":true,"calls":[]},{"id":271,"isstartcaller":true,"calls":[502,879]},{"id":502,"isstartcaller":false,"calls":[]},{"id":332,"isstartcaller":false,"calls":[317]},{"id":848,"isstartcaller":false,"calls":[624,332]},{"id":317,"isstartcaller":false,"calls":[]},{"id":624,"isstartcaller":false,"calls":[171]},{"id":281,"isstartcaller":true,"calls":[502,502]}]
10,normal,1738785010,0.1571669,42409390,0.003833339,23,[{"id":228,"isstartcaller":true,"calls":[]},{"id":344,"isstartcaller":false,"calls":[]},{"id":453,"isstartcaller":false,"calls":[810,810]},{"id":774,"isstartcaller":true,"calls":[]},{"id":645,"isstartcaller":true,"calls":[344]},{"id":200,"isstartcaller":false,"calls":[124]},{"id":124,"isstartcaller":false,"calls":[453]},{"id":586,"isstartcaller":false,"calls":[344,810]},{"id":810,"isstartcaller":false,"calls":[124]},{"id":851,"isstartcaller":false,"calls":[]}]
10,livelock,925721894,0.4411344,51428994,0.024507467,979,[{"id":994,"isstartcaller":true,"calls":[310,900]},{"id":294,"isstartcaller":true,"calls":[539]},{"id":310,"isstartcaller":false,"calls":[895,561]},{"id":187,"isstartcaller":true,"calls":[561,900]},{"id":900,"isstartcaller":false,"calls":[782,539]},{"id":895,"isstartcaller":false,"calls":[]},{"id":539,"isstartcaller":false,"calls":[782]},{"id":561,"isstartcaller":false,"calls":[782]},{"id":923,"isstartcaller":false,"calls":[]},{"id":782,"isstartcaller":false,"calls":[]}]
10,livelock,87617646,0.0139178,43808823,0.0069589,166,[{"id":783,"isstartcaller":false,"calls":[]},{"id":824,"isstartcaller":false,"calls":[]},{"id":860,"isstartcaller":false,"calls":[824]},{"id":570,"isstartcaller":false,"calls":[]},{"id":916,"isstartcaller":true,"calls":[707,860]},{"id":851,"isstartcaller":true,"calls":[707,783]},{"id":173,"isstartcaller":true,"calls":[]},{"id":707,"isstartcaller":false,"calls":[824,824]},{"id":811,"isstartcaller":false,"calls":[570,570]},{"id":826,"isstartcaller":false,"calls":[707]}]
10,livelock,801403888,0.1585275,44522438,0.008807083,249,[{"id":475,"isstartcaller":true,"calls":[594,594]},{"id":467,"isstartcaller":true,"calls":[594,118]},{"id":429,"isstartcaller":true,"calls":[118]},{"id":981,"isstartcaller":false,"calls":[914]},{"id":275,"isstartcaller":false,"calls":[]},{"id":900,"isstartcaller":false,"calls":[118,966]},{"id":594,"isstartcaller":false,"calls":[275,275]},{"id":118,"isstartcaller":false,"calls":[]},{"id":966,"isstartcaller":false,"calls":[594]},{"id":914,"isstartcaller":false,"calls":[594]}]
10,livelock,644967254,0.073071696,42997817,0.004871446,114,[{"id":213,"isstartcaller":true,"calls":[584,584]},{"id":691,"isstartcaller":false,"calls":[150]},{"id":822,"isstartcaller":true,"calls":[256,913]},{"id":584,"isstartcaller":false,"calls":[]},{"id":913,"isstartcaller":false,"calls":[584]},{"id":150,"isstartcaller":false,"calls":[]},{"id":398,"isstartcaller":false,"calls":[691]},{"id":490,"isstartcaller":false,"calls":[584,187]},{"id":256,"isstartcaller":false,"calls":[490,398]},{"id":187,"isstartcaller":false,"calls":[256,256]}]
10,livelock,344491452,0.1333287,49213065,0.019046959,783,[{"id":555,"isstartcaller":true,"calls":[]},{"id":481,"isstartcaller":false,"calls":[379]},{"id":540,"isstartcaller":false,"calls":[]},{"id":346,"isstartcaller":false,"calls":[481]},{"id":812,"isstartcaller":false,"calls":[540]},{"id":328,"isstartcaller":true,"calls":[379]},{"id":528,"isstartcaller":false,"calls":[]},{"id":965,"isstartcaller":false,"calls":[812,812]},{"id":960,"isstartcaller":true,"calls":[379,528]},{"id":379,"isstartcaller":false,"calls":[346,965]}]
10,livelock,642378572,0.06041,42825238,0.0040273336,93,[{"id":400,"isstartcaller":true,"calls":[]},{"id":473,"isstartcaller":true,"calls":[901]},{"id":529,"isstartcaller":false,"calls":[106]},{"id":382,"isstartcaller":false,"calls":[]},{"id":968,"isstartcaller":false,"calls":[]},{"id":593,"isstartcaller":false,"calls":[514]},{"id":901,"isstartcaller":false,"calls":[]},{"id":106,"isstartcaller":false,"calls":[382,901]},{"id":514,"isstartcaller":false,"calls":[529]},{"id":715,"isstartcaller":true,"calls":[968,593]}]
10,livelock,512532990,0.054839097,42711082,0.004569925,70,[{"id":143,"isstartcaller":false,"calls":[319,269]},{"id":454,"isstartcaller":false,"calls":[553,648]},{"id":510,"isstartcaller":false,"calls":[]},{"id":269,"isstartcaller":false,"calls":[]},{"id":934,"isstartcaller":true,"calls":[777,143]},{"id":648,"isstartcaller":false,"calls":[]},{"id":553,"isstartcaller":false,"calls":[]},{"id":643,"isstartcaller":true,"calls":[269]},{"id":777,"isstartcaller":false,"calls":[454,510]},{"id":319,"isstartcaller":false,"calls":[510]}]
10,normal,848348136,0.0765465,42417407,0.0038273248,20,[{"id":473,"isstartcaller":false,"calls":[]},{"id":519,"isstartcaller":true,"calls":[]},{"id":437,"isstartcaller":true,"calls":[473]},{"id":591,"isstartcaller":true,"calls":[]},{"id":563,"isstartcaller":false,"calls":[363]},{"id":363,"isstartcaller":false,"calls":[]},{"id":980,"isstartcaller":false,"calls":[363]},{"id":871,"isstartcaller":false,"calls":[793,980]},{"id":431,"isstartcaller":false,"calls":[]},{"id":793,"isstartcaller":false,"calls":[473,473]}]
10,deadloop,237753712,0.0222853,33964816,0.0031836142,53,[{"id":875,"isstartcaller":false,"calls":[160]},{"id":177,"isstartcaller":true,"calls":[]},{"id":741,"isstartcaller":false,"calls":[905]},{"id":327,"isstartcaller":false,"calls":[299]},{"id":905,"isstartcaller":false,"calls":[160,414]},{"id":766,"isstartcaller":true,"calls":[327,414]},{"id":414,"isstartcaller":false,"calls":[507]},{"id":160,"isstartcaller":false,"calls":[507]},{"id":507,"isstartcaller":false,"calls":[875]},{"id":299,"isstartcaller":false,"calls":[741]}]
10,livelock,14163087402,2.0794125,80472088,0.011814844,253,[{"id":745,"isstartcaller":false,"calls":[]},{"id":166,"isstartcaller":false,"calls":[]},{"id":568,"isstartcaller":false,"calls":[]},{"id":849,"isstartcaller":true,"calls":[627,851]},{"id":627,"isstartcaller":false,"calls":[]},{"id":104,"isstartcaller":true,"calls":[166]},{"id":851,"isstartcaller":false,"calls":[627]},{"id":985,"isstartcaller":true,"calls":[745,568]},{"id":967,"isstartcaller":false,"calls":[745,851]},{"id":303,"isstartcaller":false,"calls":[745,166]}]
10,livelock,13721416880,1.4078169,80714217,0.008281276,127,[{"id":809,"isstartcaller":false,"calls":[]},{"id":243,"isstartcaller":false,"calls":[809,526]},{"id":756,"isstartcaller":false,"calls":[952,693]},{"id":630,"isstartcaller":true,"calls":[]},{"id":693,"isstartcaller":false,"calls":[952]},{"id":223,"isstartcaller":true,"calls":[849,756]},{"id":526,"isstartcaller":false,"calls":[809,601]},{"id":601,"isstartcaller":false,"calls":[]},{"id":849,"isstartcaller":false,"calls":[]},{"id":952,"isstartcaller":false,"calls":[243,243]}]
10,livelock,1576165250,0.16522281,42599061,0.0044654813,42,[{"id":374,"isstartcaller":false,"calls":[931]},{"id":931,"isstartcaller":false,"calls":[]},{"id":727,"isstartcaller":true,"calls":[269,269]},{"id":716,"isstartcaller":false,"calls":[681]},{"id":269,"isstartcaller":false,"calls":[608,681]},{"id":715,"isstartcaller":true,"calls":[]},{"id":882,"isstartcaller":true,"calls":[716,383]},{"id":608,"isstartcaller":false,"calls":[]},{"id":681,"isstartcaller":false,"calls":[]},{"id":383,"isstartcaller":false,"calls":[374,931]}]
10,livelock,2675070420,0.25179404,42461435,0.003996731,24,[{"id":110,"isstartcaller":true,"calls":[743]},{"id":384,"isstartcaller":true,"calls":[819,743]},{"id":443,"isstartcaller":true,"calls":[]},{"id":403,"isstartcaller":false,"calls":[]},{"id":856,"isstartcaller":false,"calls":[]},{"id":743,"isstartcaller":false,"calls":[]},{"id":585,"isstartcaller":false,"calls":[]},{"id":378,"isstartcaller":false,"calls":[585]},{"id":805,"isstartcaller":false,"calls":[]},{"id":819,"isstartcaller":false,"calls":[856,805]}]
10,livelock,1536886154,0.16632248,42691282,0.004620069,52,[{"id":219,"isstartcaller":false,"calls":[633]},{"id":190,"isstartcaller":false,"calls":[]},{"id":163,"isstartcaller":false,"calls":[190]},{"id":497,"isstartcaller":false,"calls":[]},{"id":685,"isstartcaller":true,"calls":[497,363]},{"id":363,"isstartcaller":false,"calls":[]},{"id":752,"isstartcaller":true,"calls":[163]},{"id":633,"isstartcaller":false,"calls":[]},{"id":769,"isstartcaller":true,"calls":[190,219]},{"id":265,"isstartcaller":false,"calls":[633,190]}]
10,livelock,2895031282,0.29016402,53611690,0.0053734076,47,[{"id":427,"isstartcaller":true,"calls":[795]},{"id":192,"isstartcaller":true,"calls":[202,693]},{"id":876,"isstartcaller":false,"calls":[]},{"id":476,"isstartcaller":true,"calls":[]},{"id":795,"isstartcaller":false,"calls":[673,202]},{"id":693,"isstartcaller":false,"calls":[876]},{"id":396,"isstartcaller":false,"calls":[389,202]},{"id":673,"isstartcaller":false,"calls":[]},{"id":202,"isstartcaller":false,"calls":[876]},{"id":389,"isstartcaller":false,"calls":[]}]
10,livelock,3008616004,0.26007402,42374873,0.0036630144,14,[{"id":419,"isstartcaller":true,"calls":[667]},{"id":667,"isstartcaller":false,"calls":[]},{"id":190,"isstartcaller":true,"calls":[667,667]},{"id":266,"isstartcaller":true,"calls":[]},{"id":321,"isstartcaller":false,"calls":[]},{"id":289,"isstartcaller":false,"calls":[633,691]},{"id":764,"isstartcaller":false,"calls":[]},{"id":691,"isstartcaller":false,"calls":[321]},{"id":496,"isstartcaller":false,"calls":[]},{"id":633,"isstartcaller":false,"calls":[321]}]
10,livelock,11387638918,1.7663832,76943506,0.011935022,325,[{"id":755,"isstartcaller":false,"calls":[]},{"id":713,"isstartcaller":false,"calls":[477]},{"id":127,"isstartcaller":false,"calls":[277,244]},{"id":244,"isstartcaller":false,"calls":[]},{"id":477,"isstartcaller":false,"calls":[851,127]},{"id":570,"isstartcaller":true,"calls":[]},{"id":259,"isstartcaller":true,"calls":[277,851]},{"id":277,"isstartcaller":false,"calls":[713]},{"id":518,"isstartcaller":true,"calls":[244,755]},{"id":851,"isstartcaller":false,"calls":[]}]
10,livelock,10458804688,1.2659532,72630588,0.008791341,114,[{"id":225,"isstartcaller":false,"calls":[]},{"id":111,"isstartcaller":false,"calls":[]},{"id":649,"isstartcaller":true,"calls":[905]},{"id":905,"isstartcaller":false,"calls":[]},{"id":490,"isstartcaller":false,"calls":[225]},{"id":668,"isstartcaller":true,"calls":[940,111]},{"id":327,"isstartcaller":true,"calls":[]},{"id":777,"isstartcaller":false,"calls":[940,111]},{"id":940,"isstartcaller":false,"calls":[490,225]},{"id":667,"isstartcaller":false,"calls":[]}]
