§Õ≈—¡πÏ1,st,§Õ≈—¡πÏ3,§Õ≈—¡πÏ4,§Õ≈—¡πÏ5,§Õ≈—¡πÏ6,§Õ≈—¡πÏ7
20,normal,2690538174,0.90019673,57245493,0.019153122,100,[{"id":296,"isstartcaller":true,"calls":[357]},{"id":869,"isstartcaller":false,"calls":[357]},{"id":588,"isstartcaller":true,"calls":[995]},{"id":513,"isstartcaller":true,"calls":[788]},{"id":534,"isstartcaller":false,"calls":[]},{"id":327,"isstartcaller":false,"calls":[]},{"id":995,"isstartcaller":false,"calls":[]},{"id":788,"isstartcaller":false,"calls":[327]},{"id":704,"isstartcaller":false,"calls":[327,119]},{"id":834,"isstartcaller":false,"calls":[704]},{"id":217,"isstartcaller":false,"calls":[534,534]},{"id":404,"isstartcaller":false,"calls":[]},{"id":912,"isstartcaller":false,"calls":[]},{"id":357,"isstartcaller":false,"calls":[]},{"id":136,"isstartcaller":false,"calls":[]},{"id":185,"isstartcaller":false,"calls":[136,912]},{"id":119,"isstartcaller":false,"calls":[185]},{"id":471,"isstartcaller":false,"calls":[912]},{"id":365,"isstartcaller":false,"calls":[357,869]},{"id":599,"isstartcaller":false,"calls":[912]}]
20,livelock,4182464500,4.44753,85356418,0.090765916,2050,[{"id":612,"isstartcaller":false,"calls":[322,917]},{"id":833,"isstartcaller":true,"calls":[218]},{"id":979,"isstartcaller":false,"calls":[]},{"id":889,"isstartcaller":true,"calls":[281,208]},{"id":917,"isstartcaller":false,"calls":[]},{"id":838,"isstartcaller":false,"calls":[581,724]},{"id":748,"isstartcaller":true,"calls":[]},{"id":581,"isstartcaller":false,"calls":[679,304]},{"id":281,"isstartcaller":false,"calls":[637]},{"id":469,"isstartcaller":false,"calls":[679,281]},{"id":679,"isstartcaller":false,"calls":[945]},{"id":945,"isstartcaller":false,"calls":[469,979]},{"id":804,"isstartcaller":false,"calls":[]},{"id":647,"isstartcaller":false,"calls":[637]},{"id":322,"isstartcaller":false,"calls":[679,208]},{"id":218,"isstartcaller":false,"calls":[838]},{"id":724,"isstartcaller":false,"calls":[804,945]},{"id":208,"isstartcaller":false,"calls":[612,218]},{"id":304,"isstartcaller":false,"calls":[322]},{"id":637,"isstartcaller":false,"calls":[]}]
20,livelock,83570060,0.1083561,83570060,0.1083561,2107,[{"id":323,"isstartcaller":true,"calls":[343]},{"id":731,"isstartcaller":false,"calls":[]},{"id":758,"isstartcaller":false,"calls":[731]},{"id":509,"isstartcaller":false,"calls":[947]},{"id":447,"isstartcaller":true,"calls":[959]},{"id":343,"isstartcaller":false,"calls":[731,758]},{"id":994,"isstartcaller":false,"calls":[959,947]},{"id":942,"isstartcaller":true,"calls":[994]},{"id":725,"isstartcaller":false,"calls":[767]},{"id":287,"isstartcaller":false,"calls":[]},{"id":959,"isstartcaller":false,"calls":[691,322]},{"id":405,"isstartcaller":false,"calls":[959,767]},{"id":947,"isstartcaller":false,"calls":[]},{"id":691,"isstartcaller":false,"calls":[]},{"id":148,"isstartcaller":false,"calls":[509,947]},{"id":302,"isstartcaller":false,"calls":[]},{"id":767,"isstartcaller":false,"calls":[]},{"id":584,"isstartcaller":false,"calls":[]},{"id":322,"isstartcaller":false,"calls":[]},{"id":316,"isstartcaller":false,"calls":[]}]
20,livelock,2672393774,0.9778662,58095517,0.021257961,149,[{"id":772,"isstartcaller":false,"calls":[988]},{"id":957,"isstartcaller":true,"calls":[772,296]},{"id":820,"isstartcaller":false,"calls":[530]},{"id":530,"isstartcaller":false,"calls":[882,988]},{"id":149,"isstartcaller":false,"calls":[530,988]},{"id":416,"isstartcaller":true,"calls":[]},{"id":284,"isstartcaller":true,"calls":[644]},{"id":135,"isstartcaller":false,"calls":[]},{"id":720,"isstartcaller":false,"calls":[820]},{"id":882,"isstartcaller":false,"calls":[149]},{"id":988,"isstartcaller":false,"calls":[637,279]},{"id":426,"isstartcaller":false,"calls":[]},{"id":499,"isstartcaller":false,"calls":[659,772]},{"id":296,"isstartcaller":false,"calls":[644,882]},{"id":810,"isstartcaller":false,"calls":[659]},{"id":871,"isstartcaller":false,"calls":[530]},{"id":637,"isstartcaller":false,"calls":[]},{"id":659,"isstartcaller":false,"calls":[]},{"id":644,"isstartcaller":false,"calls":[]},{"id":279,"isstartcaller":false,"calls":[644]}]
20,normal,2917380382,0.9746126,57203537,0.01911005,107,[{"id":512,"isstartcaller":false,"calls":[515,601]},{"id":356,"isstartcaller":false,"calls":[]},{"id":183,"isstartcaller":true,"calls":[]},{"id":962,"isstartcaller":true,"calls":[]},{"id":505,"isstartcaller":false,"calls":[512]},{"id":601,"isstartcaller":false,"calls":[]},{"id":936,"isstartcaller":false,"calls":[465,601]},{"id":543,"isstartcaller":false,"calls":[]},{"id":876,"isstartcaller":false,"calls":[463,356]},{"id":773,"isstartcaller":true,"calls":[876,505]},{"id":870,"isstartcaller":false,"calls":[515]},{"id":598,"isstartcaller":false,"calls":[791,543]},{"id":791,"isstartcaller":false,"calls":[515]},{"id":313,"isstartcaller":false,"calls":[791,543]},{"id":147,"isstartcaller":false,"calls":[313]},{"id":706,"isstartcaller":false,"calls":[356,463]},{"id":465,"isstartcaller":false,"calls":[]},{"id":515,"isstartcaller":false,"calls":[313,936]},{"id":802,"isstartcaller":false,"calls":[147,147]},{"id":463,"isstartcaller":false,"calls":[313]}]
20,livelock,2712359682,1.187911,60274660,0.026398024,326,[{"id":173,"isstartcaller":false,"calls":[715,510]},{"id":390,"isstartcaller":true,"calls":[882]},{"id":821,"isstartcaller":true,"calls":[883]},{"id":389,"isstartcaller":true,"calls":[882]},{"id":671,"isstartcaller":false,"calls":[535]},{"id":236,"isstartcaller":false,"calls":[824,671]},{"id":942,"isstartcaller":false,"calls":[325]},{"id":325,"isstartcaller":false,"calls":[330,173]},{"id":330,"isstartcaller":false,"calls":[]},{"id":824,"isstartcaller":false,"calls":[542]},{"id":510,"isstartcaller":false,"calls":[]},{"id":542,"isstartcaller":false,"calls":[325,883]},{"id":796,"isstartcaller":false,"calls":[]},{"id":715,"isstartcaller":false,"calls":[]},{"id":874,"isstartcaller":false,"calls":[375,883]},{"id":375,"isstartcaller":false,"calls":[824,325]},{"id":535,"isstartcaller":false,"calls":[]},{"id":882,"isstartcaller":false,"calls":[330]},{"id":980,"isstartcaller":false,"calls":[796]},{"id":883,"isstartcaller":false,"calls":[173]}]
20,livelock,2730797588,0.9922367,58102076,0.02111142,163,[{"id":405,"isstartcaller":false,"calls":[]},{"id":851,"isstartcaller":false,"calls":[288,252]},{"id":394,"isstartcaller":false,"calls":[252]},{"id":806,"isstartcaller":true,"calls":[561]},{"id":154,"isstartcaller":true,"calls":[525]},{"id":541,"isstartcaller":true,"calls":[561]},{"id":758,"isstartcaller":false,"calls":[394,252]},{"id":288,"isstartcaller":false,"calls":[776]},{"id":798,"isstartcaller":false,"calls":[525]},{"id":252,"isstartcaller":false,"calls":[455]},{"id":545,"isstartcaller":false,"calls":[851,561]},{"id":776,"isstartcaller":false,"calls":[758,798]},{"id":346,"isstartcaller":false,"calls":[]},{"id":455,"isstartcaller":false,"calls":[]},{"id":863,"isstartcaller":false,"calls":[]},{"id":457,"isstartcaller":false,"calls":[405,561]},{"id":125,"isstartcaller":false,"calls":[]},{"id":643,"isstartcaller":false,"calls":[]},{"id":561,"isstartcaller":false,"calls":[]},{"id":525,"isstartcaller":false,"calls":[455,394]}]
20,livelock,2628779522,1.1059126,59744989,0.025134377,252,[{"id":715,"isstartcaller":false,"calls":[]},{"id":653,"isstartcaller":true,"calls":[599]},{"id":240,"isstartcaller":false,"calls":[331,725]},{"id":685,"isstartcaller":false,"calls":[]},{"id":771,"isstartcaller":true,"calls":[137]},{"id":590,"isstartcaller":false,"calls":[599,685]},{"id":831,"isstartcaller":true,"calls":[]},{"id":909,"isstartcaller":false,"calls":[685]},{"id":978,"isstartcaller":false,"calls":[]},{"id":725,"isstartcaller":false,"calls":[715,331]},{"id":502,"isstartcaller":false,"calls":[137,137]},{"id":129,"isstartcaller":false,"calls":[685,715]},{"id":773,"isstartcaller":false,"calls":[242,502]},{"id":242,"isstartcaller":false,"calls":[240]},{"id":331,"isstartcaller":false,"calls":[590,358]},{"id":137,"isstartcaller":false,"calls":[715]},{"id":317,"isstartcaller":false,"calls":[331,685]},{"id":599,"isstartcaller":false,"calls":[773]},{"id":588,"isstartcaller":false,"calls":[]},{"id":358,"isstartcaller":false,"calls":[]}]
20,livelock,3249932308,2.2497947,69147496,0.047867972,925,[{"id":288,"isstartcaller":true,"calls":[224,166]},{"id":839,"isstartcaller":true,"calls":[969,947]},{"id":777,"isstartcaller":true,"calls":[]},{"id":846,"isstartcaller":false,"calls":[]},{"id":969,"isstartcaller":false,"calls":[422]},{"id":240,"isstartcaller":false,"calls":[422,264]},{"id":931,"isstartcaller":false,"calls":[286,264]},{"id":899,"isstartcaller":false,"calls":[]},{"id":407,"isstartcaller":false,"calls":[240]},{"id":103,"isstartcaller":false,"calls":[407,899]},{"id":246,"isstartcaller":false,"calls":[240]},{"id":286,"isstartcaller":false,"calls":[347,846]},{"id":947,"isstartcaller":false,"calls":[846]},{"id":166,"isstartcaller":false,"calls":[846,407]},{"id":146,"isstartcaller":false,"calls":[240]},{"id":224,"isstartcaller":false,"calls":[347]},{"id":347,"isstartcaller":false,"calls":[]},{"id":422,"isstartcaller":false,"calls":[246]},{"id":386,"isstartcaller":false,"calls":[407]},{"id":264,"isstartcaller":false,"calls":[146,286]}]
20,livelock,4109268394,4.5548887,91317075,0.10121975,2602,[{"id":174,"isstartcaller":false,"calls":[691]},{"id":399,"isstartcaller":false,"calls":[]},{"id":363,"isstartcaller":false,"calls":[592]},{"id":508,"isstartcaller":true,"calls":[363]},{"id":491,"isstartcaller":false,"calls":[978]},{"id":544,"isstartcaller":false,"calls":[797,198]},{"id":943,"isstartcaller":false,"calls":[258]},{"id":592,"isstartcaller":false,"calls":[838,491]},{"id":756,"isstartcaller":false,"calls":[]},{"id":691,"isstartcaller":false,"calls":[]},{"id":198,"isstartcaller":false,"calls":[]},{"id":258,"isstartcaller":false,"calls":[174,756]},{"id":620,"isstartcaller":true,"calls":[838]},{"id":396,"isstartcaller":true,"calls":[544]},{"id":797,"isstartcaller":false,"calls":[]},{"id":681,"isstartcaller":false,"calls":[968]},{"id":310,"isstartcaller":false,"calls":[399]},{"id":978,"isstartcaller":false,"calls":[198]},{"id":968,"isstartcaller":false,"calls":[691]},{"id":838,"isstartcaller":false,"calls":[943]}]
20,normal,3019955618,1.1960626,59214816,0.023452207,249,[{"id":677,"isstartcaller":false,"calls":[]},{"id":170,"isstartcaller":false,"calls":[979]},{"id":438,"isstartcaller":false,"calls":[221]},{"id":374,"isstartcaller":false,"calls":[979]},{"id":347,"isstartcaller":false,"calls":[]},{"id":275,"isstartcaller":true,"calls":[374,677]},{"id":128,"isstartcaller":false,"calls":[586,221]},{"id":884,"isstartcaller":true,"calls":[]},{"id":157,"isstartcaller":false,"calls":[128,241]},{"id":213,"isstartcaller":false,"calls":[157,214]},{"id":679,"isstartcaller":true,"calls":[586,347]},{"id":760,"isstartcaller":false,"calls":[170,586]},{"id":633,"isstartcaller":false,"calls":[347]},{"id":221,"isstartcaller":false,"calls":[]},{"id":979,"isstartcaller":false,"calls":[213]},{"id":214,"isstartcaller":false,"calls":[438,170]},{"id":586,"isstartcaller":false,"calls":[]},{"id":169,"isstartcaller":false,"calls":[374,170]},{"id":383,"isstartcaller":false,"calls":[]},{"id":241,"isstartcaller":false,"calls":[]}]
20,normal,2816391558,0.8197872,56327831,0.016395744,20,[{"id":615,"isstartcaller":true,"calls":[]},{"id":805,"isstartcaller":true,"calls":[263]},{"id":268,"isstartcaller":true,"calls":[]},{"id":142,"isstartcaller":false,"calls":[586,771]},{"id":446,"isstartcaller":false,"calls":[175,874]},{"id":977,"isstartcaller":false,"calls":[771]},{"id":175,"isstartcaller":false,"calls":[]},{"id":514,"isstartcaller":false,"calls":[433]},{"id":658,"isstartcaller":false,"calls":[]},{"id":874,"isstartcaller":false,"calls":[]},{"id":433,"isstartcaller":false,"calls":[]},{"id":499,"isstartcaller":false,"calls":[]},{"id":436,"isstartcaller":false,"calls":[]},{"id":771,"isstartcaller":false,"calls":[]},{"id":594,"isstartcaller":false,"calls":[142]},{"id":549,"isstartcaller":false,"calls":[]},{"id":906,"isstartcaller":false,"calls":[549,549]},{"id":971,"isstartcaller":false,"calls":[]},{"id":586,"isstartcaller":false,"calls":[436,549]},{"id":263,"isstartcaller":false,"calls":[]}]
20,livelock,238246026,0.0966718,59561506,0.02416795,281,[{"id":518,"isstartcaller":false,"calls":[]},{"id":215,"isstartcaller":true,"calls":[607,152]},{"id":924,"isstartcaller":false,"calls":[607,219]},{"id":367,"isstartcaller":true,"calls":[]},{"id":247,"isstartcaller":true,"calls":[607,607]},{"id":336,"isstartcaller":false,"calls":[633,924]},{"id":219,"isstartcaller":false,"calls":[795,336]},{"id":607,"isstartcaller":false,"calls":[]},{"id":129,"isstartcaller":false,"calls":[152]},{"id":152,"isstartcaller":false,"calls":[931,633]},{"id":931,"isstartcaller":false,"calls":[518]},{"id":322,"isstartcaller":false,"calls":[]},{"id":942,"isstartcaller":false,"calls":[213,129]},{"id":175,"isstartcaller":false,"calls":[322]},{"id":419,"isstartcaller":false,"calls":[]},{"id":633,"isstartcaller":false,"calls":[942]},{"id":795,"isstartcaller":false,"calls":[129,419]},{"id":743,"isstartcaller":false,"calls":[419]},{"id":213,"isstartcaller":false,"calls":[749,322]},{"id":749,"isstartcaller":false,"calls":[795]}]
20,livelock,3442451708,2.4549868,70254116,0.050101772,1002,[{"id":216,"isstartcaller":false,"calls":[750]},{"id":724,"isstartcaller":false,"calls":[]},{"id":795,"isstartcaller":false,"calls":[724,750]},{"id":121,"isstartcaller":true,"calls":[795,187]},{"id":858,"isstartcaller":false,"calls":[790,795]},{"id":333,"isstartcaller":false,"calls":[274,923]},{"id":506,"isstartcaller":false,"calls":[795,923]},{"id":187,"isstartcaller":false,"calls":[750]},{"id":750,"isstartcaller":false,"calls":[282]},{"id":175,"isstartcaller":true,"calls":[858,216]},{"id":282,"isstartcaller":false,"calls":[216,333]},{"id":790,"isstartcaller":false,"calls":[]},{"id":923,"isstartcaller":false,"calls":[]},{"id":503,"isstartcaller":true,"calls":[]},{"id":274,"isstartcaller":false,"calls":[506]},{"id":502,"isstartcaller":false,"calls":[333]},{"id":415,"isstartcaller":false,"calls":[173]},{"id":301,"isstartcaller":false,"calls":[]},{"id":173,"isstartcaller":false,"calls":[216,868]},{"id":868,"isstartcaller":false,"calls":[506]}]
20,livelock,191259776,0.1053278,63753259,0.035109267,615,[{"id":699,"isstartcaller":true,"calls":[910,734]},{"id":770,"isstartcaller":true,"calls":[]},{"id":910,"isstartcaller":false,"calls":[580,580]},{"id":214,"isstartcaller":false,"calls":[]},{"id":107,"isstartcaller":false,"calls":[]},{"id":659,"isstartcaller":false,"calls":[229,214]},{"id":282,"isstartcaller":true,"calls":[106,392]},{"id":876,"isstartcaller":false,"calls":[]},{"id":185,"isstartcaller":false,"calls":[]},{"id":392,"isstartcaller":false,"calls":[659,107]},{"id":217,"isstartcaller":false,"calls":[]},{"id":229,"isstartcaller":false,"calls":[107,695]},{"id":695,"isstartcaller":false,"calls":[876,214]},{"id":106,"isstartcaller":false,"calls":[910,107]},{"id":749,"isstartcaller":false,"calls":[]},{"id":635,"isstartcaller":false,"calls":[]},{"id":484,"isstartcaller":false,"calls":[106,695]},{"id":580,"isstartcaller":false,"calls":[106]},{"id":501,"isstartcaller":false,"calls":[214,214]},{"id":734,"isstartcaller":false,"calls":[]}]
20,deadloop,1292983776,1.3976634,76057869,0.08221549,488,[{"id":373,"isstartcaller":true,"calls":[781,669]},{"id":115,"isstartcaller":false,"calls":[283,669]},{"id":114,"isstartcaller":false,"calls":[179]},{"id":131,"isstartcaller":true,"calls":[747]},{"id":443,"isstartcaller":false,"calls":[179,642]},{"id":178,"isstartcaller":false,"calls":[784]},{"id":669,"isstartcaller":false,"calls":[114]},{"id":179,"isstartcaller":false,"calls":[969]},{"id":283,"isstartcaller":false,"calls":[]},{"id":642,"isstartcaller":false,"calls":[179,114]},{"id":760,"isstartcaller":true,"calls":[283]},{"id":555,"isstartcaller":false,"calls":[283]},{"id":784,"isstartcaller":false,"calls":[179]},{"id":677,"isstartcaller":false,"calls":[179,781]},{"id":440,"isstartcaller":false,"calls":[642]},{"id":781,"isstartcaller":false,"calls":[115,443]},{"id":747,"isstartcaller":false,"calls":[178]},{"id":969,"isstartcaller":false,"calls":[443,443]},{"id":112,"isstartcaller":false,"calls":[781]},{"id":432,"isstartcaller":false,"calls":[]}]
20,livelock,4833752412,5.650061,94779459,0.110785514,2911,[{"id":605,"isstartcaller":false,"calls":[]},{"id":477,"isstartcaller":false,"calls":[605,936]},{"id":873,"isstartcaller":false,"calls":[477]},{"id":856,"isstartcaller":true,"calls":[393]},{"id":645,"isstartcaller":true,"calls":[477,364]},{"id":724,"isstartcaller":true,"calls":[784]},{"id":558,"isstartcaller":false,"calls":[605,921]},{"id":180,"isstartcaller":false,"calls":[605]},{"id":528,"isstartcaller":false,"calls":[921]},{"id":468,"isstartcaller":false,"calls":[]},{"id":936,"isstartcaller":false,"calls":[558]},{"id":113,"isstartcaller":false,"calls":[]},{"id":784,"isstartcaller":false,"calls":[453,468]},{"id":364,"isstartcaller":false,"calls":[393]},{"id":627,"isstartcaller":false,"calls":[443,364]},{"id":393,"isstartcaller":false,"calls":[605,784]},{"id":443,"isstartcaller":false,"calls":[873]},{"id":921,"isstartcaller":false,"calls":[598,364]},{"id":598,"isstartcaller":false,"calls":[627]},{"id":453,"isstartcaller":false,"calls":[]}]
20,livelock,605985096,0.99850655,151496274,0.24962664,7474,[{"id":133,"isstartcaller":false,"calls":[]},{"id":945,"isstartcaller":false,"calls":[651]},{"id":489,"isstartcaller":true,"calls":[332,263]},{"id":810,"isstartcaller":false,"calls":[735]},{"id":484,"isstartcaller":false,"calls":[]},{"id":870,"isstartcaller":false,"calls":[723,332]},{"id":478,"isstartcaller":false,"calls":[]},{"id":332,"isstartcaller":false,"calls":[297,478]},{"id":294,"isstartcaller":false,"calls":[762,511]},{"id":155,"isstartcaller":true,"calls":[484]},{"id":297,"isstartcaller":false,"calls":[870]},{"id":735,"isstartcaller":false,"calls":[]},{"id":220,"isstartcaller":true,"calls":[294]},{"id":263,"isstartcaller":false,"calls":[]},{"id":651,"isstartcaller":false,"calls":[478,810]},{"id":511,"isstartcaller":false,"calls":[]},{"id":127,"isstartcaller":false,"calls":[]},{"id":723,"isstartcaller":false,"calls":[945,294]},{"id":285,"isstartcaller":false,"calls":[133]},{"id":762,"isstartcaller":false,"calls":[332,723]}]
20,livelock,3142987030,2.0034688,66872064,0.042626996,829,[{"id":364,"isstartcaller":false,"calls":[]},{"id":699,"isstartcaller":false,"calls":[727,630]},{"id":988,"isstartcaller":true,"calls":[556]},{"id":535,"isstartcaller":false,"calls":[443]},{"id":953,"isstartcaller":false,"calls":[364,547]},{"id":547,"isstartcaller":false,"calls":[]},{"id":115,"isstartcaller":true,"calls":[535,232]},{"id":490,"isstartcaller":false,"calls":[]},{"id":649,"isstartcaller":true,"calls":[490,556]},{"id":629,"isstartcaller":false,"calls":[745]},{"id":303,"isstartcaller":false,"calls":[630]},{"id":121,"isstartcaller":false,"calls":[556,953]},{"id":727,"isstartcaller":false,"calls":[]},{"id":232,"isstartcaller":false,"calls":[535,699]},{"id":450,"isstartcaller":false,"calls":[547,556]},{"id":630,"isstartcaller":false,"calls":[]},{"id":556,"isstartcaller":false,"calls":[364]},{"id":443,"isstartcaller":false,"calls":[556,547]},{"id":616,"isstartcaller":false,"calls":[]},{"id":745,"isstartcaller":false,"calls":[]}]
20,normal,2779308782,0.8590256,56720587,0.017531134,40,[{"id":763,"isstartcaller":false,"calls":[666]},{"id":401,"isstartcaller":false,"calls":[]},{"id":579,"isstartcaller":true,"calls":[780]},{"id":876,"isstartcaller":false,"calls":[862,851]},{"id":771,"isstartcaller":true,"calls":[]},{"id":204,"isstartcaller":false,"calls":[]},{"id":749,"isstartcaller":true,"calls":[]},{"id":755,"isstartcaller":false,"calls":[]},{"id":185,"isstartcaller":false,"calls":[]},{"id":862,"isstartcaller":false,"calls":[592]},{"id":436,"isstartcaller":false,"calls":[401]},{"id":592,"isstartcaller":false,"calls":[401,185]},{"id":507,"isstartcaller":false,"calls":[]},{"id":780,"isstartcaller":false,"calls":[166]},{"id":886,"isstartcaller":false,"calls":[]},{"id":166,"isstartcaller":false,"calls":[763,755]},{"id":352,"isstartcaller":false,"calls":[763]},{"id":666,"isstartcaller":false,"calls":[204]},{"id":851,"isstartcaller":false,"calls":[]},{"id":414,"isstartcaller":false,"calls":[851,876]}]
20,deadloop,48767810,0.0210354,48767810,0.0210354,158,[{"id":770,"isstartcaller":false,"calls":[977]},{"id":162,"isstartcaller":false,"calls":[649]},{"id":585,"isstartcaller":true,"calls":[541,770]},{"id":424,"isstartcaller":false,"calls":[669]},{"id":728,"isstartcaller":false,"calls":[721,918]},{"id":680,"isstartcaller":false,"calls":[830,977]},{"id":406,"isstartcaller":true,"calls":[424]},{"id":977,"isstartcaller":false,"calls":[]},{"id":918,"isstartcaller":false,"calls":[649,681]},{"id":649,"isstartcaller":false,"calls":[]},{"id":882,"isstartcaller":true,"calls":[681,162]},{"id":929,"isstartcaller":false,"calls":[]},{"id":830,"isstartcaller":false,"calls":[]},{"id":681,"isstartcaller":false,"calls":[513]},{"id":721,"isstartcaller":false,"calls":[918,770]},{"id":485,"isstartcaller":false,"calls":[]},{"id":513,"isstartcaller":false,"calls":[918]},{"id":669,"isstartcaller":false,"calls":[680,728]},{"id":541,"isstartcaller":false,"calls":[929]},{"id":634,"isstartcaller":false,"calls":[162]}]
20,normal,5734966796,1.6709602,56225165,0.016381962,11,[{"id":691,"isstartcaller":false,"calls":[]},{"id":638,"isstartcaller":true,"calls":[]},{"id":419,"isstartcaller":false,"calls":[778,225]},{"id":758,"isstartcaller":true,"calls":[]},{"id":687,"isstartcaller":true,"calls":[]},{"id":518,"isstartcaller":false,"calls":[214]},{"id":262,"isstartcaller":false,"calls":[748,778]},{"id":933,"isstartcaller":false,"calls":[]},{"id":456,"isstartcaller":false,"calls":[419,748]},{"id":225,"isstartcaller":false,"calls":[512]},{"id":748,"isstartcaller":false,"calls":[498,512]},{"id":214,"isstartcaller":false,"calls":[]},{"id":877,"isstartcaller":false,"calls":[748]},{"id":778,"isstartcaller":false,"calls":[225,512]},{"id":688,"isstartcaller":false,"calls":[691,748]},{"id":686,"isstartcaller":false,"calls":[214]},{"id":512,"isstartcaller":false,"calls":[]},{"id":754,"isstartcaller":false,"calls":[686,214]},{"id":498,"isstartcaller":false,"calls":[518,754]},{"id":449,"isstartcaller":false,"calls":[748]}]
