18,normal,5057219090,1.0323336,56822686,0.011599254,24
18,livelock,2606932332,0.7603025,63583715,0.018543962,231
18,normal,2470448282,0.5205858,57452286,0.012106646,39
18,normal,2724933512,0.8098222,63370547,0.018833075,237
18,livelock,4192317988,2.4727964,99817095,0.058876105,1512
18,normal,2555058982,0.62907684,59419976,0.014629694,89
18,livelock,1517336410,0.98607725,116718185,0.075852096,2183
18,livelock,68139350,0.0261243,68139350,0.0261243,526
18,deadloop,148990322,0.0386206,49663441,0.012873533,155
18,normal,2605307202,0.57927155,57895716,0.0128727015,42
18,livelock,3323320370,1.3613521,75530008,0.03093982,671
18,deadloop,150424146,0.040475402,50141382,0.013491801,198
18,normal,2562093648,0.6282881,59583573,0.014611351,75
18,normal,2572620788,0.55524117,57169351,0.012338692,21
18,livelock,2323272126,0.7319977,64535337,0.02033327,297
18,normal,2616521156,0.70882463,60849329,0.016484294,152
18,livelock,678029056,1.7449734,169507264,0.43624336,13314
18,normal,3414583266,5.2668433,77604165,0.11970098,3592
18,livelock,5470189784,7.6374993,133419263,0.18628047,5531
18,livelock,2208443272,0.60951525,61345646,0.016930979,221
18,livelock,3118567522,1.3294581,76062622,0.032425806,679
18,livelock,2423444428,0.9602832,73437710,0.029099492,535
18,livelock,533393112,0.1295529,59265901,0.014394767,100
18,livelock,4434711874,6.363334,108163704,0.15520327,4537
18,livelock,3473398382,1.5479196,78940872,0.03517999,797
18,livelock,2648794748,0.8871094,66219869,0.022177735,386
18,livelock,518386206,0.2111128,74055172,0.03015897,631
18,livelock,3042418792,1.0881435,69145882,0.024730533,465
18,livelock,709522086,0.6112594,236507362,0.20375313,6363
18,livelock,144095470,0.054596398,72047735,0.027298199,526
18,normal,2593419942,0.66611123,60312092,0.0154909585,130
18,livelock,367769590,0.1510881,73553918,0.030217621,575
18,livelock,303937896,0.11664219,75984474,0.029160548,594
18,normal,2581415838,0.5252496,57364796,0.011672214,25
18,normal,2527661918,0.57631487,57446862,0.013098065,36
18,livelock,61626490,0.0175958,61626490,0.0175958,219
18,deadloop,551152344,0.6808758,137788086,0.17021894,808
18,livelock,2875862042,1.0222926,68472906,0.0243403,453
18,livelock,2367668204,0.53167963,57748005,0.012967796,76
18,livelock,113643890,0.0271291,56821945,0.01356455,89
18,livelock,2879595816,1.2039322,73835790,0.030870056,648
18,livelock,2682868978,0.8804813,65435829,0.021475153,313
18,normal,2548500342,0.61058354,57920462,0.013876899,65
18,normal,2799326264,0.8088145,62207250,0.017973656,232
18,normal,2635535308,0.6868419,59898530,0.015610043,152
18,livelock,2130379244,0.53457993,59177201,0.014849443,85
18,normal,2539505406,0.5598499,57716032,0.012723862,71
18,normal,2556665978,0.5888935,58106045,0.013383943,42
18,livelock,303297712,0.6357588,75824428,0.1589397,4640
18,livelock,633981134,0.2260276,70442348,0.025114177,473
