4;["deadloop"];262376624;102;32797078;0.00199295;16;[{"id":122,"isstartcaller":true,"calls":[115]},{"id":119,"isstartcaller":false,"calls":[120,122]},{"id":115,"isstartcaller":false,"calls":[119]},{"id":120,"isstartcaller":false,"calls":[]}];[" init initialize invoke.122 request.115 invoke.115 request.119 invoke.119 request.122 invoke.122"]
4;["livelock"];265565896;99;33195737;0.00289965;82;[{"id":115,"isstartcaller":false,"calls":[]},{"id":122,"isstartcaller":true,"calls":[115]},{"id":116,"isstartcaller":true,"calls":[115]},{"id":101,"isstartcaller":true,"calls":[115]}];[" init initialize invoke.101 request.115 invoke.115 invoke.116 request.115 invoke.115 invoke.122 request.115 invoke.115"]
4;["livelock"];265565832;122;33195729;0.0027441748;82;[{"id":115,"isstartcaller":false,"calls":[]},{"id":122,"isstartcaller":true,"calls":[115]},{"id":116,"isstartcaller":true,"calls":[115]},{"id":101,"isstartcaller":true,"calls":[115]}];[" init initialize invoke.101 request.115 invoke.115 invoke.116 request.115 invoke.115 invoke.122 request.115 invoke.115"]
3;[];196579936;51;32763323;0.0019168333;10;[{"id":112,"isstartcaller":false,"calls":[]},{"id":108,"isstartcaller":true,"calls":[111,112]},{"id":111,"isstartcaller":false,"calls":[]}];[]
4;["livelock"];295667112;121;32851901;0.002090511;26;[{"id":108,"isstartcaller":false,"calls":[]},{"id":101,"isstartcaller":true,"calls":[108,109]},{"id":109,"isstartcaller":false,"calls":[]},{"id":104,"isstartcaller":true,"calls":[109]}];[" init initialize invoke.104 request.109 invoke.109 invoke.101 request.109 invoke.109"]
10;["livelock"];934112166;489;34596747;0.0046271514;147;[{"id":109,"isstartcaller":false,"calls":[110]},{"id":104,"isstartcaller":true,"calls":[102,103,109,106]},{"id":101,"isstartcaller":true,"calls":[113,115,108,106,102,103,109]},{"id":110,"isstartcaller":false,"calls":[]},{"id":102,"isstartcaller":false,"calls":[]},{"id":103,"isstartcaller":false,"calls":[]},{"id":106,"isstartcaller":false,"calls":[]},{"id":113,"isstartcaller":false,"calls":[]},{"id":115,"isstartcaller":false,"calls":[]},{"id":108,"isstartcaller":false,"calls":[]}];[" init initialize invoke.101 request.109 invoke.109 request.110 invoke.110 invoke.104 request.109 invoke.109 request.110 invoke.110"]
9;["livelock"];815982978;414;33999291;0.0038554792;108;[{"id":103,"isstartcaller":false,"calls":[]},{"id":104,"isstartcaller":true,"calls":[102,103,109,106]},{"id":101,"isstartcaller":true,"calls":[113,115,108,106,102,103,109]},{"id":102,"isstartcaller":false,"calls":[]},{"id":109,"isstartcaller":false,"calls":[]},{"id":106,"isstartcaller":false,"calls":[]},{"id":113,"isstartcaller":false,"calls":[]},{"id":115,"isstartcaller":false,"calls":[]},{"id":108,"isstartcaller":false,"calls":[]}];[" init initialize invoke.101 request.109 invoke.109 invoke.104 request.109 invoke.109"]
5;["livelock","livelock"];396117152;166;33009763;0.002365175;46;[{"id":107,"isstartcaller":false,"calls":[]},{"id":106,"isstartcaller":false,"calls":[107]},{"id":103,"isstartcaller":false,"calls":[]},{"id":104,"isstartcaller":true,"calls":[103,106]},{"id":101,"isstartcaller":true,"calls":[106,103]}];[" init initialize invoke.101 request.106 invoke.106 request.107 invoke.107 invoke.104 request.106 invoke.106 request.107 invoke.107"," init initialize invoke.101 request.103 invoke.103 invoke.104 request.103 invoke.103"]
4;["deadloop"];262182096;76;32772762;0.0018620001;16;[{"id":118,"isstartcaller":true,"calls":[119]},{"id":119,"isstartcaller":false,"calls":[122]},{"id":122,"isstartcaller":false,"calls":[115]},{"id":115,"isstartcaller":false,"calls":[119]}];[" init initialize invoke.118 request.119 invoke.119 request.122 invoke.122 request.115 invoke.115 request.119 invoke.119"]
7;["deadloop"];462178032;199;33012717;0.0021149288;17;[{"id":118,"isstartcaller":true,"calls":[119]},{"id":119,"isstartcaller":false,"calls":[122]},{"id":117,"isstartcaller":false,"calls":[101]},{"id":101,"isstartcaller":false,"calls":[115]},{"id":116,"isstartcaller":false,"calls":[115]},{"id":122,"isstartcaller":false,"calls":[115]},{"id":115,"isstartcaller":false,"calls":[119]}];[" init initialize invoke.118 request.119 invoke.119 request.122 invoke.122 request.115 invoke.115 request.119 invoke.119"]
