2;12130
3;3717
4;5063
5;3410
6;2730
7;2713
8;3100
9;2957
10;3579
11;3094
12;4050
13;8077
14;3720
15;8571
16;4801
17;4319
18;3260
19;12377
20;3300
21;3030
22;4200
23;5167
24;5077
25;7210
26;4247
27;5173
28;4030
29;3676
30;3934
1;4911
