1;6330
2;10888
3;3173
4;2594
5;1779
6;1504
7;1461
8;2491
9;1553
10;2160
11;3184
12;2380
13;4097
14;2283
15;4697
16;2513
17;2457
18;3770
19;7121
20;1686
21;1691
22;2106
23;2910
24;2901
25;5280
26;4199
27;6170
28;2307
29;2010
30;2247
