1;3639
2;3153
3;2694
4;2856
5;2370
6;5357
7;3775
8;2579
9;3097
10;3242
11;1896
12;4943
13;2677
14;4802
15;2643
16;3726
17;2511
18;2473
19;2410
20;3601
21;2324
22;2788
23;4548
24;8018
25;2834
26;2937
27;3799
28;13380
29;3282
30;15616
2;26479
2;26709
2;3657
99;3798
99;3823
99;6193
99;6150
99;6723
99;69819
99;4398
99;4916
99;3066
99;3276
99;2980
99;3161
